Directorate,Question Text,Response Answer,Response Score,Question Status,Assignment Category,Person Number,User Person Type,System Person Type,Enterprise Hire Date,Month,Response Text,Response (%),Response Status,Grade Name,Length Of Service,LOS Bands
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,224824,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,224824,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224824,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,224824,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224824,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224862,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,224884,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,224884,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,224929,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Prefer not to say,,Active,Standard full time,224929,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224929,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,224929,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224929,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Disagree,,Active,Standard full time,225244,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,225244,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,225260,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Prefer not to say,,Active,Standard full time,225260,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,225260,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,225260,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,225260,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,225262,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,225262,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,225224,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,225224,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,225469,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,225469,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Not Answered,,Active,Standard full time,225502,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Not Answered,,Active,Standard full time,225502,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,225502,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Not Answered,,Active,Standard full time,225502,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Not Answered,,Active,Standard full time,225502,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,225542,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,225542,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,225542,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,225542,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Prefer not to say,,Active,Standard full time,225542,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,225596,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,225596,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Agree,,Active,Standard full time,225596,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,225596,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,225596,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,225644,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,225644,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,225826,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,225826,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard full time,225925,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard full time,225925,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard part time,226010,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard part time,226010,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard part time,226010,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard part time,226010,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard part time,226010,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,226042,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,226042,Permanent,Employee,,,,,,,,
