Directorate,Question Text,Question Text Group,Response Answer,Assignment Category,Person Number,Termination Date,Allocation Date,User Person Type,Enterprise Hire Date,Month,Response Text,Response Date and Time,Grade Name,Length Of Service
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,777072,03/04/2023,04/01/2023,Permanent,22/02/2021,2023 / 01,,05/01/2023,Scale F,2.109589041
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,777072,03/04/2023,04/01/2023,Permanent,22/02/2021,2023 / 01,,05/01/2023,Scale F,2.109589041
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777072,03/04/2023,04/01/2023,Permanent,22/02/2021,2023 / 01,,05/01/2023,Scale F,2.109589041
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,777072,03/04/2023,04/01/2023,Permanent,22/02/2021,2023 / 01,,05/01/2023,Scale F,2.109589041
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,777072,03/04/2023,04/01/2023,Permanent,22/02/2021,2023 / 01,,05/01/2023,Scale F,2.109589041
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,777125,30/12/2022,28/09/2022,Permanent,15/03/2021,2022 / 11,,09/11/2022,Scale G,1.794520548
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,777125,30/12/2022,28/09/2022,Permanent,15/03/2021,2022 / 11,,09/11/2022,Scale G,1.794520548
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777125,30/12/2022,28/09/2022,Permanent,15/03/2021,2022 / 11,,09/11/2022,Scale G,1.794520548
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Disagree,Standard full time,777125,30/12/2022,28/09/2022,Permanent,15/03/2021,2022 / 11,,09/11/2022,Scale G,1.794520548
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,777125,30/12/2022,28/09/2022,Permanent,15/03/2021,2022 / 11,,09/11/2022,Scale G,1.794520548
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Not Answered,Standard full time,777147,10/04/2023,11/01/2023,Permanent,10/05/2021,2023 / 02,,06/02/2023,Scale E,1.917808219
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Not Answered,Standard full time,777147,10/04/2023,11/01/2023,Permanent,10/05/2021,2023 / 02,,06/02/2023,Scale E,1.917808219
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777147,10/04/2023,11/01/2023,Permanent,10/05/2021,2023 / 02,,06/02/2023,Scale E,1.917808219
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Not Answered,Standard full time,777147,10/04/2023,11/01/2023,Permanent,10/05/2021,2023 / 02,,06/02/2023,Scale E,1.917808219
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Not Answered,Standard full time,777147,10/04/2023,11/01/2023,Permanent,10/05/2021,2023 / 02,,06/02/2023,Scale E,1.917808219
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,777159,20/01/2023,25/10/2022,Permanent,26/04/2021,2023 / 01,,03/01/2023,Scale G,1.736986301
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Prefer not to say,Standard full time,777159,20/01/2023,25/10/2022,Permanent,26/04/2021,2023 / 01,,03/01/2023,Scale G,1.736986301
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777159,20/01/2023,25/10/2022,Permanent,26/04/2021,2023 / 01,,03/01/2023,Scale G,1.736986301
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,777159,20/01/2023,25/10/2022,Permanent,26/04/2021,2023 / 01,,03/01/2023,Scale G,1.736986301
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,777159,20/01/2023,25/10/2022,Permanent,26/04/2021,2023 / 01,,03/01/2023,Scale G,1.736986301
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,777177,30/01/2023,28/10/2022,Permanent,21/06/2021,2022 / 11,,21/11/2022,Scale E,1.610958904
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,777177,30/01/2023,28/10/2022,Permanent,21/06/2021,2022 / 11,,21/11/2022,Scale E,1.610958904
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Strongly Disagree,Standard full time,777177,30/01/2023,28/10/2022,Permanent,21/06/2021,2022 / 11,,21/11/2022,Scale E,1.610958904
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,777177,30/01/2023,28/10/2022,Permanent,21/06/2021,2022 / 11,,21/11/2022,Scale E,1.610958904
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,777177,30/01/2023,28/10/2022,Permanent,21/06/2021,2022 / 11,,21/11/2022,Scale E,1.610958904
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,777276,15/09/2023,22/06/2023,Permanent,13/09/2021,2023 / 06,,27/06/2023,Scale GP,2.005479452
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,777276,15/09/2023,22/06/2023,Permanent,13/09/2021,2023 / 06,,27/06/2023,Scale GP,2.005479452
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,777276,15/09/2023,22/06/2023,Permanent,13/09/2021,2023 / 06,,27/06/2023,Scale GP,2.005479452
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,777276,15/09/2023,22/06/2023,Permanent,13/09/2021,2023 / 06,,27/06/2023,Scale GP,2.005479452
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,777276,15/09/2023,22/06/2023,Permanent,13/09/2021,2023 / 06,,27/06/2023,Scale GP,2.005479452
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,777245,20/01/2023,13/12/2022,Permanent,13/09/2021,2023 / 01,,10/01/2023,Scale GP,1.353424658
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,777245,20/01/2023,13/12/2022,Permanent,13/09/2021,2023 / 01,,10/01/2023,Scale GP,1.353424658
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777245,20/01/2023,13/12/2022,Permanent,13/09/2021,2023 / 01,,10/01/2023,Scale GP,1.353424658
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,777245,20/01/2023,13/12/2022,Permanent,13/09/2021,2023 / 01,,10/01/2023,Scale GP,1.353424658
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,777245,20/01/2023,13/12/2022,Permanent,13/09/2021,2023 / 01,,10/01/2023,Scale GP,1.353424658
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Disagree,Standard full time,777267,05/06/2023,09/03/2023,Permanent,10/05/2021,2023 / 04,,04/04/2023,Scale F,2.071232877
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,777267,05/06/2023,09/03/2023,Permanent,10/05/2021,2023 / 04,,04/04/2023,Scale F,2.071232877
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,777267,05/06/2023,09/03/2023,Permanent,10/05/2021,2023 / 04,,04/04/2023,Scale F,2.071232877
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,777267,05/06/2023,09/03/2023,Permanent,10/05/2021,2023 / 04,,04/04/2023,Scale F,2.071232877
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,777267,05/06/2023,09/03/2023,Permanent,10/05/2021,2023 / 04,,04/04/2023,Scale F,2.071232877
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,777775,02/01/2023,05/12/2022,Permanent,13/09/2021,2022 / 12,,05/12/2022,Scale GP,1.304109589
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,777775,02/01/2023,05/12/2022,Permanent,13/09/2021,2022 / 12,,05/12/2022,Scale GP,1.304109589
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777775,02/01/2023,05/12/2022,Permanent,13/09/2021,2022 / 12,,05/12/2022,Scale GP,1.304109589
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,777775,02/01/2023,05/12/2022,Permanent,13/09/2021,2022 / 12,,05/12/2022,Scale GP,1.304109589
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,777775,02/01/2023,05/12/2022,Permanent,13/09/2021,2022 / 12,,05/12/2022,Scale GP,1.304109589
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,777428,30/03/2023,10/01/2023,Permanent,19/07/2021,2023 / 01,,10/01/2023,Scale G,1.695890411
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,777428,30/03/2023,10/01/2023,Permanent,19/07/2021,2023 / 01,,10/01/2023,Scale G,1.695890411
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777428,30/03/2023,10/01/2023,Permanent,19/07/2021,2023 / 01,,10/01/2023,Scale G,1.695890411
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,777428,30/03/2023,10/01/2023,Permanent,19/07/2021,2023 / 01,,10/01/2023,Scale G,1.695890411
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,777428,30/03/2023,10/01/2023,Permanent,19/07/2021,2023 / 01,,10/01/2023,Scale G,1.695890411
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,777512,08/03/2023,08/12/2022,Permanent,23/08/2021,2023 / 01,,04/01/2023,Scale G,1.539726027
